FA_ID,AN_CODE,CROP_YEAR,FARM_TYPE,TOTAL_AREA,NOUTPUT_BARLEY,NOUTPUT_WHEAT,NOUTPUT_OSR,NOUTPUT_OATS_MC,NOUTPUT_STRAW,NOUTPUT_WHOLECROP,NOUTPUT_SILAGE,NOUTPUT_HAY,NOUTPUT_PEAS,NOUTPUT_BEANS,NOUTPUT_KALE_TURNIPS,NOUTPUT_SUGAR_BEET,NOUTPUT_POTATOES,NOUTPUT_VEG,NOUTPUT_FRUIT,NOUTPUT_CATTLE_MEAT,NOUTPUT_SHEEP_MEAT,NOUTPUT_PIG_MEAT,NOUTPUT_POULTRY_MEAT,NOUTPUT_EGGS,NOUTPUT_MILK,NOUTPUT_WOOL,NOUTPUT_TOTAL,NINPUT_FERT,NINPUT_LIQN,NINPUT_CEREALS,NINPUT_WHOLECROP,NINPUT_STRAW,NINPUT_HAY,NINPUT_SILAGE_GRASS,NINPUT_SILAGE_MAIZE,NINPUT_HIGH_ENERGY_CONCS,NINPUT_LOW_ENERGY_CONCS,NINPUT_MEDIUM_ENERGY_CONCS,NINPUT_SOYBEANS,NINPUT_SOYA_OILCAKE,NINPUT_POTATOES_VEG,NINPUT_RAPECAKE,NINPUT_DRAFF,NINPUT_BEETPULP,NINPUT_MILKPOWDER,NINPUT_PEAS,NINPUT_BEANS,NINPUT_ATMOS_N,NINPUT_SEED_BARLEY,NINPUT_SEED_WHEAT,NINPUT_SEED_OSR,NINPUT_SEED_OATS,NINPUT_SEED_WHOLECROP,NINPUT_SEED_PEAS,NINPUT_SEED_BEANS,NINPUT_SEED_KALE_TURNIPS,NINPUT_SEED_SUGAR_BEET,NINPUT_SEED_POTS,NINPUT_BEDDING,NINPUT_FYM,NINPUT_COMPOSTED,NINPUT_MIXED_SLURRY,NINPUT_SOLID_POULTRY,NINPUT_TOTAL,NUE,FARM_N_SURPLUS,TOTAL_ADJUSTED_AREA,ROUGH_GRAZING,Organic_code,Variable,Comment
129322021,NKGH,2020,Mixed cattle & sheep,354.16,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.03,0.00,0.00,0.00,0.00,4.50,2.10,0.00,0.00,0.00,0.00,0.04,16.04,85.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.00,19.09,0.00,0.00,0.00,0.00,0.00,1.34,1.75,0.00,0.00,6.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.92,13.60%,101.88,507.13,6753.23,1,KG_per_ha,
120512021,NNKG,2020,Specialist Sheep,18.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.29,110.10,0.00,0.00,0.00,0.00,3.05,184.44,986.40,0.00,24.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,263.40,0.00,0.00,0.00,0.00,0.00,4.32,0.00,0.00,0.00,56.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,335.27",13.81%,60.89,72.4,214,1,Total_N_kg,
120512021,NKGH,2020,Specialist Sheep,18.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.77,5.83,0.00,0.00,0.00,0.00,0.16,9.76,52.19,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.94,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.65,13.81%,60.89,72.4,214,1,KG_per_ha,
126712021,NNKG,2020,Cattle & Sheep (Lowground),63.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,360.02,192.97,0.00,0.00,0.00,0.00,1.92,554.90,"2,199.00",0.00,586.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,834.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,382.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,002.70",13.86%,54.04,64.9,4.4,1,Total_N_kg,
126712021,NKGH,2020,Cattle & Sheep (Lowground),63.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.64,3.02,0.00,0.00,0.00,0.00,0.03,8.70,34.47,0.00,9.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.74,13.86%,54.04,64.9,4.4,1,KG_per_ha,
116452021,NNKG,2020,Mixed cattle & sheep,306.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,"1,115.10",0.00,0.00,0.00,0.00,180.09,582.25,0.00,0.00,0.00,0.00,0.88,"1,894.32","6,540.00",0.00,0.00,0.00,226.80,0.00,0.00,0.00,0.00,0.00,"5,014.70",0.00,0.00,0.00,0.00,0.00,3.17,6.19,0.00,0.00,"1,839.54",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"13,630.49",13.90%,38.28,280.39,3.75,1,Total_N_kg,
116452021,NKGH,2020,Mixed cattle & sheep,306.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,3.64,0.00,0.00,0.00,0.00,0.59,1.90,0.00,0.00,0.00,0.00,0.00,6.18,21.33,0.00,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.00,16.36,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.46,13.90%,38.28,280.39,3.75,1,KG_per_ha,
138362021,NNKG,2020,Speciallist beef with sheep,154.16,"2,349.40",0.00,0.00,0.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,881.34",106.36,0.00,0.00,0.00,0.00,1.14,"4,423.24","26,508.00",0.00,260.80,0.00,85.86,0.00,0.00,0.00,250.56,0.00,"3,395.23",0.00,0.00,0.00,0.00,0.00,0.00,36.60,0.00,0.00,924.96,91.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,"31,553.62",14.02%,175.99,154.25,2,1,Total_N_kg,
138362021,NKGH,2020,Speciallist beef with sheep,154.16,15.24,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.20,0.69,0.00,0.00,0.00,0.00,0.01,28.69,171.95,0.00,1.69,0.00,0.56,0.00,0.00,0.00,1.63,0.00,22.02,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,6.00,0.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,204.68,14.02%,175.99,154.25,2,1,KG_per_ha,
129152021,NNKG,2020,Speciallist beef with sheep,148.12,646.00,0.00,0.00,217.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,913.43,0.00,0.00,0.00,0.00,0.00,0.00,"1,776.63","7,540.00",0.00,"1,352.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,073.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,444.36,22.09,0.00,0.00,8.60,31.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,472.56",14.24%,72.21,206.62,117.44,1,Total_N_kg,
129152021,NKGH,2020,Speciallist beef with sheep,148.12,4.36,0.00,0.00,1.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.17,0.00,0.00,0.00,0.00,0.00,0.00,11.99,50.90,0.00,9.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.15,0.00,0.00,0.06,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.21,14.24%,72.21,206.62,117.44,1,KG_per_ha,
136172021,NNKG,2020,Specialist Sheep,82.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,94.95,456.18,0.00,0.00,0.00,0.00,27.59,578.72,"2,754.00",0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00,0.00,396.42,0.00,0.00,0.00,0.00,0.00,0.00,309.65,0.00,0.00,496.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,064.27",14.24%,42.15,299.2,1144,1,Total_N_kg,
136172021,NKGH,2020,Specialist Sheep,82.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,5.52,0.00,0.00,0.00,0.00,0.33,7.00,33.30,0.00,0.00,0.00,1.31,0.00,0.00,0.00,0.00,0.00,4.79,0.00,0.00,0.00,0.00,0.00,0.00,3.74,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.14,14.24%,42.15,299.2,1144,1,KG_per_ha,
138072021,NNKG,2020,Mixed cattle & sheep,121.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.41,208.09,0.00,0.00,0.00,0.00,4.20,373.70,972.00,0.00,0.00,0.00,67.50,0.00,42.50,0.00,0.00,0.00,790.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,729.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,601.20",14.37%,18.33,182.2,485.2,1,Total_N_kg,
138072021,NKGH,2020,Mixed cattle & sheep,121.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.33,1.71,0.00,0.00,0.00,0.00,0.03,3.08,8.00,0.00,0.00,0.00,0.56,0.00,0.35,0.00,0.00,0.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.41,14.37%,18.33,182.2,485.2,1,KG_per_ha,
136662021,NNKG,2020,Speciallist beef with sheep,60.70,0.00,0.00,0.00,0.00,0.00,0.00,148.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201.88,84.01,0.00,0.00,0.00,0.00,0.77,435.41,"1,884.00",0.00,0.00,0.00,113.40,0.00,0.00,0.00,0.00,0.00,623.38,0.00,0.00,0.00,0.00,0.00,0.00,11.26,0.00,0.00,364.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,996.24",14.53%,42.19,60.7,0,1,Total_N_kg,
136662021,NKGH,2020,Speciallist beef with sheep,60.70,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,1.38,0.00,0.00,0.00,0.00,0.01,7.17,31.04,0.00,0.00,0.00,1.87,0.00,0.00,0.00,0.00,0.00,10.27,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.36,14.53%,42.19,60.7,0,1,KG_per_ha,
110882021,NNKG,2020,Mixed cattle & sheep,190.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.56,266.80,0.00,0.00,0.00,0.00,0.24,560.59,"1,296.00",0.00,0.00,0.00,124.20,0.00,0.00,0.00,0.00,0.00,"1,243.25",0.00,0.00,0.00,0.00,0.00,0.00,8.45,0.00,0.00,"1,145.04",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"3,816.94",14.69%,17.06,217.41,433.96,1,Total_N_kg,
110882021,NKGH,2020,Mixed cattle & sheep,190.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,1.40,0.00,0.00,0.00,0.00,0.00,2.94,6.79,0.00,0.00,0.00,0.65,0.00,0.00,0.00,0.00,0.00,6.51,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,14.69%,17.06,217.41,433.96,1,KG_per_ha,
138282021,NNKG,2020,Speciallist beef with sheep,54.29,379.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,361.48,0.00,0.00,0.00,0.00,0.00,0.00,740.58,"4,047.00",0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,548.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,325.74,13.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,990.52",14.84%,78.28,54.13,0,1,Total_N_kg,
138282021,NKGH,2020,Speciallist beef with sheep,54.29,6.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.66,0.00,0.00,0.00,0.00,0.00,0.00,13.64,74.54,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,10.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,91.92,14.84%,78.28,54.13,0,1,KG_per_ha,
132732021,NNKG,2020,Dairy,104.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,016.24",0.00,0.00,0.00,0.00,"6,497.89",0.00,"7,514.13","20,892.40",0.00,0.00,0.00,422.93,0.00,"1,360.00",0.00,475.02,0.00,"25,769.30",0.00,0.00,120.20,0.00,0.00,0.00,394.10,0.00,0.00,627.60,0.00,0.00,0.00,0.00,49.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"50,110.98",14.99%,407.24,93.1,0,1,Total_N_kg,
132732021,NKGH,2020,Dairy,104.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.72,0.00,0.00,0.00,0.00,62.12,0.00,71.84,199.74,0.00,0.00,0.00,4.04,0.00,13.00,0.00,4.54,0.00,246.36,0.00,0.00,1.15,0.00,0.00,0.00,3.77,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,479.07,14.99%,407.24,93.1,0,1,KG_per_ha,
136262021,NNKG,2020,Cattle & Sheep (Lowground),114.90,"1,785.00","1,123.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,434.13",11.23,0.00,0.00,0.00,0.00,0.00,"4,353.56","22,260.00",0.00,0.00,0.00,175.61,280.00,0.00,0.00,0.00,0.00,"5,293.90",30.46,0.00,0.00,0.00,0.00,0.58,20.38,0.00,0.00,689.40,49.49,32.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,"28,832.31",15.10%,213.04,114.9,0,1,Total_N_kg,
136262021,NKGH,2020,Cattle & Sheep (Lowground),114.90,15.54,9.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.48,0.10,0.00,0.00,0.00,0.00,0.00,37.89,193.73,0.00,0.00,0.00,1.53,2.44,0.00,0.00,0.00,0.00,46.07,0.27,0.00,0.00,0.00,0.00,0.01,0.18,0.00,0.00,6.00,0.43,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.93,15.10%,213.04,114.9,0,1,KG_per_ha,
126782021,NNKG,2020,Speciallist beef with sheep,42.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,664.86,64.81,0.00,0.00,0.00,0.00,0.00,729.67,"2,400.00",0.00,179.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,988.67",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,252.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,820.57",15.14%,97.17,42.1,0,1,Total_N_kg,
126782021,NKGH,2020,Speciallist beef with sheep,42.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.79,1.54,0.00,0.00,0.00,0.00,0.00,17.33,57.01,0.00,4.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114.50,15.14%,97.17,42.1,0,1,KG_per_ha,
136012021,NNKG,2020,Mixed Farms,325.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,121.96",532.16,0.00,0.00,0.00,0.00,6.34,"2,660.46","6,990.00",0.00,"4,503.69",0.00,615.60,400.00,0.00,0.00,0.00,683.70,"1,600.59",0.00,0.00,0.00,0.00,0.00,499.68,16.89,0.00,0.00,"1,953.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"17,263.15",15.41%,44.86,338,62.7,1,Total_N_kg,
136012021,NKGH,2020,Mixed Farms,325.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.52,1.63,0.00,0.00,0.00,0.00,0.02,8.17,21.47,0.00,13.84,0.00,1.89,1.23,0.00,0.00,0.00,2.10,4.92,0.00,0.00,0.00,0.00,0.00,1.54,0.05,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.04,15.41%,44.86,338,62.7,1,KG_per_ha,
127352021,NNKG,2020,Speciallist beef with sheep,52.62,340.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.64,0.00,0.00,0.00,0.00,0.00,0.00,667.64,"3,960.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.86,13.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,329.35",15.42%,69.59,54.32,5.72,1,Total_N_kg,
127352021,NKGH,2020,Speciallist beef with sheep,52.62,6.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.23,0.00,0.00,0.00,0.00,0.00,0.00,12.69,75.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.28,15.42%,69.59,54.32,5.72,1,KG_per_ha,
120872021,NNKG,2020,Mixed Farms,77.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,627.58,0.00,0.00,0.00,0.00,0.00,0.00,627.58,"3,084.00",0.00,179.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,175.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,464.40,141.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,044.44",15.52%,44.15,88.7,1.1,1,Total_N_kg,
120872021,NKGH,2020,Mixed Farms,77.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.11,0.00,0.00,0.00,0.00,0.00,0.00,8.11,39.85,0.00,2.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.25,15.52%,44.15,88.7,1.1,1,KG_per_ha,
132012021,NNKG,2020,Dairy,171.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,986.74,0.00,0.00,0.00,0.00,"6,727.69",0.00,"7,714.43","18,351.00",0.00,0.00,0.00,359.64,0.00,"1,295.06",0.00,0.00,0.00,"28,272.04",0.00,0.00,0.00,0.00,0.00,0.00,180.16,0.00,0.00,"1,026.60",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,"49,484.57",15.59%,244.13,159,0,1,Total_N_kg,
132012021,NKGH,2020,Dairy,171.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.77,0.00,0.00,0.00,0.00,39.32,0.00,45.09,107.25,0.00,0.00,0.00,2.10,0.00,7.57,0.00,0.00,0.00,165.24,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,289.21,15.59%,244.13,159,0,1,KG_per_ha,
127852021,NNKG,2020,Speciallist beef with sheep,62.40,0.00,0.00,0.00,325.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.55,184.18,0.00,0.00,0.00,0.00,0.24,842.76,"1,560.00",0.00,0.00,0.00,270.00,96.00,0.00,0.00,0.00,0.00,"2,967.64",0.00,0.00,0.00,0.00,282.20,0.00,5.63,0.00,0.00,187.20,0.00,0.00,0.00,12.38,8.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"5,389.48",15.64%,72.86,104.4,168.1,1,Total_N_kg,
127852021,NKGH,2020,Speciallist beef with sheep,62.40,0.00,0.00,0.00,5.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.33,2.95,0.00,0.00,0.00,0.00,0.00,13.51,25.00,0.00,0.00,0.00,4.33,1.54,0.00,0.00,0.00,0.00,47.56,0.00,0.00,0.00,0.00,4.52,0.00,0.09,0.00,0.00,3.00,0.00,0.00,0.00,0.20,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.37,15.64%,72.86,104.4,168.1,1,KG_per_ha,
129042021,NNKG,2020,Speciallist beef with sheep,200.78,"2,567.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,565.06",204.12,0.00,0.00,0.00,0.00,2.90,"4,339.08","23,393.00",0.00,497.15,0.00,81.00,0.00,0.00,0.00,0.00,0.00,"1,975.50",84.60,0.00,0.00,0.00,629.00,0.00,0.00,0.00,0.00,602.34,90.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"27,353.20",15.86%,114.62,228.74,139.78,1,Total_N_kg,
129042021,NKGH,2020,Speciallist beef with sheep,200.78,12.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.79,1.02,0.00,0.00,0.00,0.00,0.01,21.61,116.51,0.00,2.48,0.00,0.40,0.00,0.00,0.00,0.00,0.00,9.84,0.42,0.00,0.00,0.00,3.13,0.00,0.00,0.00,0.00,3.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136.23,15.86%,114.62,228.74,139.78,1,KG_per_ha,
137572021,NNKG,2020,Dairy,75.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.39,0.00,0.00,0.00,0.00,"5,590.79",0.00,"6,056.18","15,864.00",0.00,0.00,0.00,802.44,0.00,0.00,0.00,0.00,"6,020.69","13,639.29",0.00,0.00,0.00,0.00,0.00,815.04,282.63,0.00,0.00,451.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,"37,875.52",15.99%,423.13,75.2,0,1,Total_N_kg,
137572021,NKGH,2020,Dairy,75.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.19,0.00,0.00,0.00,0.00,74.35,0.00,80.53,210.96,0.00,0.00,0.00,10.67,0.00,0.00,0.00,0.00,80.06,181.37,0.00,0.00,0.00,0.00,0.00,10.84,3.76,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,503.66,15.99%,423.13,75.2,0,1,KG_per_ha,
136392021,NNKG,2020,Dairy,81.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,593.65,23.20,0.00,0.00,0.00,"5,973.84",0.00,"6,590.68","13,572.00",0.00,0.00,0.00,415.80,0.00,0.00,0.00,0.00,0.00,"23,798.19",0.00,0.00,0.00,0.00,"1,343.00","1,036.80",113.16,0.00,0.00,490.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,"40,769.30",16.17%,418.34,81.7,0,1,Total_N_kg,
136392021,NKGH,2020,Dairy,81.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.27,0.28,0.00,0.00,0.00,73.12,0.00,80.67,166.12,0.00,0.00,0.00,5.09,0.00,0.00,0.00,0.00,0.00,291.29,0.00,0.00,0.00,0.00,16.44,12.69,1.39,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,499.01,16.17%,418.34,81.7,0,1,KG_per_ha,
